u,v,dist,weight,tw_feasible,tw_slack
4,7,6.082762530298219,0.7377589553390945,True,55.0
4,8,2.8284271247461903,0.8681234453945849,True,55.0
4,9,2.23606797749979,0.8942200448866238,True,55.0
4,10,7.810249675906654,0.6767099827172663,True,55.0
4,11,5.830951894845301,0.7471064544176195,True,55.0
4,20,22.847319317591726,0.31906323535809145,True,55.0
5,6,5.656854249492381,0.7536383164437648,True,81.0
5,7,2.8284271247461903,0.8681234453945849,True,55.0
5,8,3.605551275463989,0.8350384028320718,True,69.0
5,9,6.324555320336759,0.7288934141100245,True,71.0
5,10,6.324555320336759,0.7288934141100245,True,53.0
5,11,6.082762530298219,0.7377589553390945,True,57.0
6,7,6.324555320336759,0.7288934141100245,True,81.0
6,8,2.23606797749979,0.8942200448866238,True,81.0
6,9,2.8284271247461903,0.8681234453945849,True,75.17157287525379
6,10,6.324555320336759,0.7288934141100245,True,81.0
6,11,3.605551275463989,0.8350384028320718,True,81.0
6,13,16.15549442140351,0.44584910176076376,True,81.0
6,14,21.213203435596427,0.34622716546187127,True,23.78679656440363
6,15,23.323807579381203,0.31155157676565765,True,81.0
6,16,23.430749027719962,0.3098901338095318,True,81.0
6,17,18.973665961010276,0.38725058150845293,True,81.0
6,18,24.515301344262525,0.2935330418887714,True,81.0
6,19,25.942243542145693,0.2733199540719328,True,81.0
6,20,21.840329667841555,0.33553920183443775,True,81.0
7,8,4.123105625617661,0.8137067130515866,True,59.876894374382346
7,9,8.0,0.6703200460356393,True,71.0
7,10,4.0,0.8187307530779818,True,53.0
7,11,5.0,0.7788007830714049,True,57.0
7,20,17.0,0.42741493194872665,True,55.0
8,9,4.123105625617661,0.8137067130515866,True,71.0
8,10,5.0,0.7788007830714049,True,53.0
8,11,3.1622776601683795,0.853752548523297,True,57.0
8,20,20.248456731316587,0.36333760465468595,True,69.0
9,10,8.94427190999916,0.6394073191618971,True,71.0
9,11,6.4031242374328485,0.7260356128328554,True,60.59687576256715
9,12,19.1049731745428,0.3847164695506311,True,69.0
9,13,17.46424919657298,0.41760784368118276,True,71.0
9,15,24.166091947189145,0.29870327269479235,True,71.0
9,16,23.853720883753127,0.30340520877951854,True,16.146279116246887
9,19,26.92582403567252,0.2602035156172015,True,71.0
10,11,3.0,0.8607079764250578,True,55.0
10,17,20.0,0.36787944117144233,True,53.0
10,18,24.596747752497688,0.292340111935869,True,53.0
10,20,15.524174696260024,0.4601472487181219,True,53.0
11,12,20.591260281974,0.3571630016689792,True,69.0
11,13,15.811388300841896,0.4535864427910235,True,57.0
11,14,22.20360331117452,0.3294995912491933,True,53.0
11,15,23.430749027719962,0.3098901338095318,True,7.569250972280031
11,17,18.35755975068582,0.3993656013455641,True,57.0
11,18,23.40939982143925,0.3102211058474146,True,57.0
11,19,25.80697580112788,0.2751747881198135,True,57.0
11,20,18.439088914585774,0.3977409178940928,True,57.0
12,13,9.486832980505138,0.6222946098982803,True,69.0
12,14,3.0,0.8607079764250578,True,61.0
12,15,8.54400374531753,0.6523329504061428,True,69.0
12,16,6.0,0.7408182206817179,True,69.0
12,17,10.816653826391969,0.582263204938148,True,69.0
12,18,15.620499351813308,0.45793640070920283,True,69.0
12,19,11.40175425099138,0.5654758371968316,True,69.0
13,14,9.0,0.6376281516217733,True,53.0
13,15,7.810249675906654,0.6767099827172663,True,45.0
13,16,9.486832980505138,0.6222946098982803,True,53.0
13,17,3.0,0.8607079764250578,True,25.0
13,18,9.055385138137417,0.6358648381197989,True,75.0
13,19,10.0,0.6065306597126334,True,67.0
14,15,5.830951894845301,0.7471064544176195,True,53.0
14,16,3.0,0.8607079764250578,True,52.0
14,17,9.486832980505138,0.6222946098982803,True,53.0
14,18,13.45362404707371,0.5103384211977359,True,53.0
14,19,8.54400374531753,0.6523329504061428,True,53.0
15,16,3.605551275463989,0.8350384028320718,True,50.394448724536005
15,17,6.324555320336759,0.7288934141100245,True,45.0
15,18,8.06225774829855,0.6682366595564831,True,45.0
15,19,3.0,0.8607079764250578,True,45.0
16,17,9.0,0.6376281516217733,True,53.0
16,18,11.661903789690601,0.5581680542324665,True,53.0
16,19,5.830951894845301,0.7471064544176195,True,53.0
17,18,6.082762530298219,0.7377589553390945,True,58.917237469701774
17,19,7.810249675906654,0.6767099827172663,True,67.0
18,19,7.0710678118654755,0.7021885013265596,True,67.0
